timestamp,room_id,device_id,type,seq,payload_json
2025-12-12 11:04:04,Room2,D001,SENSOR,72,"{""temp"":24.2,""humidity"":48}"
2025-12-12 11:04:05,Room2,D002,SENSOR,37,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:09,Room2,D001,SENSOR,73,"{""temp"":24.2,""humidity"":48}"
2025-12-12 11:04:10,Room2,D002,SENSOR,38,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:14,Room2,D001,SENSOR,74,"{""temp"":24.2,""humidity"":48}"
2025-12-12 11:04:15,Room2,D002,SENSOR,39,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:19,Room2,D001,SENSOR,75,"{""temp"":24.2,""humidity"":48}"
2025-12-12 11:04:20,Room2,D002,SENSOR,40,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:24,Room2,D001,SENSOR,76,"{""temp"":24.2,""humidity"":48}"
2025-12-12 11:04:25,Room2,D002,SENSOR,41,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:29,Room2,D001,SENSOR,77,"{""temp"":24.1,""humidity"":48}"
2025-12-12 11:04:30,Room2,D002,SENSOR,42,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:34,Room2,D001,SENSOR,78,"{""temp"":24.1,""humidity"":48}"
2025-12-12 11:04:35,Room2,D002,SENSOR,43,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:39,Room2,D001,SENSOR,79,"{""temp"":24.1,""humidity"":48}"
2025-12-12 11:04:40,Room2,D002,SENSOR,44,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:04:44,Room2,D001,SENSOR,80,"{""temp"":24.1,""humidity"":48}"
2025-12-12 11:04:45,Room2,D002,SENSOR,45,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:49,Room2,D001,SENSOR,81,"{""temp"":24.1,""humidity"":48}"
2025-12-12 11:04:50,Room2,D002,SENSOR,46,"{""temp"":24,""humidity"":46}"
2025-12-12 11:04:54,Room2,D001,SENSOR,82,"{""temp"":24,""humidity"":48}"
2025-12-12 11:04:55,Room2,D002,SENSOR,47,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:04:59,Room2,D001,SENSOR,83,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:00,Room2,D002,SENSOR,48,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:04,Room2,D001,SENSOR,84,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:05,Room2,D002,SENSOR,49,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:09,Room2,D001,SENSOR,85,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:10,Room2,D002,SENSOR,50,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:14,Room2,D001,SENSOR,86,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:15,Room2,D002,SENSOR,51,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:19,Room2,D001,SENSOR,87,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:20,Room2,D002,SENSOR,52,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:24,Room2,D001,SENSOR,88,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:25,Room2,D002,SENSOR,53,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:29,Room2,D001,SENSOR,89,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:30,Room2,D002,SENSOR,54,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:34,Room2,D001,SENSOR,90,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:35,Room2,D002,SENSOR,55,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:39,Room2,D001,SENSOR,91,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:40,Room2,D002,SENSOR,56,"{""temp"":23.9,""humidity"":46}"
